userid,偏好主要影响品格,偏好图书内容主题,偏好图书类型,偏好图书年代,偏好作者国别,主要特别关注,特定定向水平,行为—认知参考,感知到的父母关系,同伴交往主动性,个体家庭亲密度,平静、放松,全面发展—智,全面发展—德,持有的能力可塑信念,心理韧性
1788,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",72,2.533333333,9,47,53,23,60,122,38,60
1789,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 0, 0, 0, 1, 0]",64,2.933333333,15,75,75,23,110,129,39,84
1790,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",55,3.066666667,9,71,73,19,66,116,25,69
1791,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[0, 1]","[0, 1, 0, 0, 0, 0]",46,3.066666667,10,54,72,23,87,102,40,69
1792,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[0, 1]","[0, 1, 0, 0, 0, 0]",44,2.666666667,12,57,70,23,83,114,46,92
1793,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",76,3,15,35,84,26,122,152,61,129
1794,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[1, 0, 0, 0, 0, 0]",71,2.066666667,9,53,56,18,90,119,51,75
1795,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[0, 1]","[1, 0, 0, 0, 0, 0]",54,3.266666667,15,66,76,29,101,142,41,90
1796,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 0, 1, 0, 0, 0]",43,2.866666667,15,73,74,20,113,141,46,115
1797,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[0, 1]","[0, 1, 0, 0, 0, 0]",52,2.6,15,59,72,18,103,144,45,82
1798,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",51,2.733333333,15,59,75,26,83,126,41,88
1799,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",61,2.466666667,1,60,62,23,105,127,44,71
1800,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[1, 0, 0, 0, 0, 0]",48,2.4,10,75,60,18,94,111,37,81
1801,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0]","[1, 0]","[1, 0, 0, 0, 0, 0]",63,3.066666667,11,74,67,29,94,125,52,98
1802,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[1, 0, 0, 0, 0, 0]",46,3.466666667,15,75,82,24,117,149,46,127
1803,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[1, 0, 0, 0, 0, 0]",60,2.6,14,45,57,21,84,126,37,75
1804,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",73,3.2,15,75,75,28,102,141,50,120
1805,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",18,1.933333333,9,23,46,17,78,108,38,81
1806,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",50,3,12,61,64,20,80,115,42,82
1807,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 0, 1, 0, 0, 0]",65,3.466666667,15,50,68,25,103,145,46,102
1808,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[1, 0, 0, 0, 0, 0]",46,2.733333333,15,67,75,18,98,115,47,100
1809,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0]","[1, 0]","[1, 0, 0, 0, 0, 0]",39,2.533333333,5,46,62,18,71,106,46,97
1810,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",74,3.6,13,75,60,24,117,138,47,83
1811,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",48,3.133333333,12,47,60,18,79,96,42,80
1812,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0]","[1, 0]","[1, 0, 0, 0, 0, 0]",47,1.933333333,3,69,44,14,72,95,33,59
1813,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",41,2.866666667,15,70,65,25,102,140,44,116
1814,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[1, 0, 0, 0, 0, 0]",44,3.2,12,68,72,25,103,137,53,117
1815,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",52,3.133333333,15,55,79,24,108,152,50,114
1816,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",55,2.933333333,13,58,67,18,110,115,39,81
1817,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",51,2.866666667,12,75,76,22,103,136,43,89
1818,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",73,2.733333333,13,70,71,17,100,114,28,70
1819,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",76,3.333333333,15,75,87,27,115,152,45,107
1820,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",48,2.533333333,13,59,71,24,90,125,45,86
1821,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",50,3.266666667,15,75,84,20,114,152,53,135
1822,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",52,3.4,15,75,80,30,121,156,57,123
1823,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",46,2.2,13,45,54,18,82,119,45,81
1824,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",66,2.733333333,12,71,75,24,121,149,53,116
1825,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[1, 0, 0, 0, 0, 0]",27,1.866666667,15,47,47,20,82,114,39,84
1826,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",45,2.666666667,13,47,69,22,81,117,49,72
1827,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[0, 1]","[0, 1, 0, 0, 0, 0]",69,2.8,15,64,75,17,105,132,42,91
1828,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",77,2.466666667,15,56,82,27,109,147,44,127
1829,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 0, 0, 0, 1, 0]",62,3.333333333,4,68,59,29,93,131,48,97
1830,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[0, 1]","[0, 1, 0, 0, 0, 0]",52,2.6,15,75,54,15,97,119,58,112
1831,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0]","[0, 1]","[1, 0, 0, 0, 0, 0]",67,3.533333333,15,73,76,25,124,150,60,114
1832,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",26,2.533333333,12,44,46,16,53,95,39,84
1833,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",72,3.333333333,15,75,84,26,122,149,52,119
1834,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[0, 1]","[0, 1, 0, 0, 0, 0]",51,2.8,12,60,74,23,115,144,54,116
1835,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",55,3,12,75,77,25,105,136,48,112
1836,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",42,3.133333333,11,74,55,19,77,109,47,75
1837,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[0, 1]","[0, 1, 0, 0, 0, 0]",66,3.266666667,15,61,63,12,109,135,42,83
1838,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[0, 1]","[1, 0, 0, 0, 0, 0]",45,3.133333333,15,75,74,24,113,154,46,116
1839,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",57,1.4,8,75,80,19,121,154,56,77
1840,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",72,2.866666667,11,67,78,17,118,142,50,67
1841,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 0, 0, 1, 0, 0]",60,3.133333333,10,75,68,21,86,144,49,102
1842,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[0, 1]","[0, 1, 0, 0, 0, 0]",75,3.4,15,73,86,21,117,148,41,72
1843,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[0, 1]","[0, 1, 0, 0, 0, 0]",75,2.533333333,11,75,77,26,100,141,42,76
1844,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[1, 0, 0, 0, 0, 0]",55,3.333333333,14,63,61,21,97,125,50,101
1845,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[0, 1]","[0, 1, 0, 0, 0, 0]",37,3,15,60,68,21,99,131,46,111
1846,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",48,2.066666667,13,0,59,7,78,126,46,84
1847,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[0, 1]","[0, 0, 0, 1, 0, 0]",52,3.4,12,63,66,28,107,129,41,108
1848,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",61,3.066666667,15,67,78,11,117,145,51,99
1849,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 0, 1, 0, 0, 0]",41,2.866666667,10,41,62,22,77,97,35,79
1850,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",72,3.4,12,75,77,30,113,146,47,82
1851,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",64,3.533333333,14,75,72,27,95,132,40,82
1852,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",48,2.8,14,44,63,19,93,127,43,95
1853,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",52,2.733333333,14,56,57,17,91,120,45,89
1854,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[0, 1]","[0, 1, 0, 0, 0, 0]",54,2.6,4,62,59,20,81,136,45,74
1855,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[1, 0, 0, 0, 0, 0]",47,1.2,11,75,72,28,108,142,46,77
1856,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",58,3.4,15,71,88,28,117,154,45,125
1857,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",45,2.533333333,14,57,53,12,80,118,42,87
1858,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[0, 1]","[0, 1, 0, 0, 0, 0]",46,2.933333333,12,71,53,30,98,148,61,71
1859,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",45,2.8,7,0,56,0,82,102,41,78
1860,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[0, 1]","[0, 1, 0, 0, 0, 0]",69,3,15,0,78,22,95,128,46,98
1861,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[0, 1]","[0, 1, 0, 0, 0, 0]",54,2.266666667,3,47,47,21,60,115,39,58
1862,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",64,3.2,9,28,53,18,105,114,47,71
1863,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0]","[1, 0]","[1, 0, 0, 0, 0, 0]",47,4,5,74,83,23,113,151,54,92
